data_id;University Name;Meta Data;URL;Author;title;Abstract;Academic Level;Published Year;Keywords;Cite;;;;
grant_11;European Commission;;;;Charge orders, Magnetism and Pairings in High Temperature Superconductors;For nearly thirty years, the search for a room-temperature superconductor has focused on exotic materials known as cuprates, obtained by doping a parent Mott insulator, and which can carry currents without losing energy as heat at temperatures up to 164 Kelvin. Conventionally three main players were identified as being crucial i) the Mott insulating phase, ii) the anti-ferromagnetic order and iii) the superconducting (SC) phase. Recently a body of experimental probes suggested the presence of a fourth forgotten player, charge ordering-, as a direct competitor for superconductivity. In this project we propose that the relationship between charge ordering and superconductivity is more intimate than previously thought and is protected by an emerging SU(2) symmetry relating the two. The beauty of our theory resides in that it can be encapsulated in one simple and universal “gap equation”, which in contrast to strong coupling approaches used up to now, can easily be connected to experiments.  In the first part of this work, we will refine the theoretical model in order to shape it for comparison with experiments and consistently test the SU(2) symmetry. In the second part of the work, we will search for the experimental signatures of our theory through a back and forth interaction with experimental groups. We expect our theory to generate new insights and experimental developments, and to lead to a major breakthrough if it correctly explains the origin of anomalous superconductivity in these materials.;grant;2016;;;;;;
grant_12;H2020 European Research Council;;;;Charge orders, Magnetism and Pairings in High Temperature Superconductors;For nearly thirty years, the search for a room-temperature superconductor has focused on exotic materials known as cuprates, obtained by doping a parent Mott insulator, and which can carry currents without losing energy as heat at temperatures up to 164 Kelvin. Conventionally three main players were identified as being crucial i) the Mott insulating phase, ii) the anti-ferromagnetic order and iii) the superconducting (SC) phase. Recently a body of experimental probes suggested the presence of a fourth forgotten player, charge ordering-, as a direct competitor for superconductivity. In this project we propose that the relationship between charge ordering and superconductivity is more intimate than previously thought and is protected by an emerging SU(2) symmetry relating the two. The beauty of our theory resides in that it can be encapsulated in one simple and universal “gap equation”, which in contrast to strong coupling approaches used up to now, can easily be connected to experiments.  In the first part of this work, we will refine the theoretical model in order to shape it for comparison with experiments and consistently test the SU(2) symmetry. In the second part of the work, we will search for the experimental signatures of our theory through a back and forth interaction with experimental groups. We expect our theory to generate new insights and experimental developments, and to lead to a major breakthrough if it correctly explains the origin of anomalous superconductivity in these materials.;grant;2016;;;;;;
grant_13;National Science Foundation;;;;Microscopic Theory of High Temperature Superconductivity in the Cuprates;"TECHNICAL SUMMARY

This award supports theoretical research and education with the ambitious goal to formulate a consistent microscopic theory of the extraordinary phenomena which have been discovered in high temperature cuprate superconductors. The PI sees that besides the high superconducting transition temperatures, two new states of matter have been discovered in the cuprates: a strange normal metallic state with extraordinary but simply characterized properties, and a pseudogap phase in which the extrapolated normal ground state appears to have an anisotropic gap tied to the chemical potential. The PI will build on a microscopic approach which predicted a particular form of broken time-reversal symmetry in the pseudogap phase, and derived a quantum critical spectrum of the order parameter fluctuations, which leads to the phenomenological marginal Fermi-liquid consistent with the ""strange metal"" state, as well as couples to fermions with attraction in the d-wave pairing channel. The PI aims to solidify aspects of these developments and to attempt an understanding of aspects which are not understood. These include (i) verification of the analytic results for the quantum fluctuations by Monte Carlo calculations, (ii) inversion of the ARPES data to deduce the pairing spectrum to test the theory, (iii) understanding how the time-reversal breaking state observed in recent experiments necessarily leads to an anisotropic gap in the ""pseudogap"" state, as well as other issues relevant to experiment.

The PI aims to achieve a firm enough theory backed by experimental results and with clear and falsifiable predictions so that a consensus in the important field of cuprate high temperature superconductivity can be achieved.

The PI will also take a close look at the burgeoning experimental results on the newly discovered Fe-Pnictides and formulate a model for their understanding.





NON-TECHNICAL SUMMARY

This award supports theoretical research and education with the ambitious goal to formulate a consistent theory of the extraordinary phenomena which have been discovered in high temperature cuprate superconductor materials. Apart from the persistence of superconductivity to much higher temperatures than the other superconducting materials known at the time of the discovery of the cuprates, the cuprate materials exhibit a host of interesting puzzles including the nature of the unusual metallic states that give way to the superconducting state as the temperature is lowered. The PI will build on his recent controversial ideas that have support in the experimental data. His work may lead to new insights into high temperature superconductivity and how to discover new materials that are superconducting at much higher temperatures, perhaps room temperature. In the superconducting state, superconductors can carry electric power without dissipation. A room temperature superconductor would enable efficient power transmission and save energy.";grant;2009;;;;;;
grant_14;National Science Foundation;;;;EAGER: In Situ Determination of Synthetic Intermediates - Investigating the Path to Lead Apatite Room Temperature Superconductors;"PART 1: NON-TECHNICAL SUMMARY



Superconductivity, or the total lack of resistance to electrical conductivity, is a property of materials that has broad applications, from life-saving imaging to more efficient computing. Currently, it can only be utilized under extreme conditions. Thus, when a superconductor that operates at reasonable conditions was reported in the summer of 2023, the scientific community was excited to explore it. The superconductor contained copper, lead and oxygen, and original reports showed it would levitate over a magnet above room temperature, a property that allows superconductors to be used in high-speed trains. However, subsequent reports found that when other researchers attempted to study the material, they did not observe superconductivity. This is potentially because the original sample was a complex mixture. This EAGER award, supported by the Solid State and Materials Chemistry program in NSF’s Division of Materials Research, aims to reproduce the synthesis of the original material and expand to related structures and monitor what compounds form during the synthesis utilizing a method called in situ diffraction. Such an approach can determine all phases that exist when attempting to prepare any kind of superconducting material even if they are not stable and part of the final product, hence providing valuable insights. Because it is uncertain if the project yields new or confirms a previously proposed superconducting materials, it is a high-risk/high-reward endeavor. With this project the principal investigator at CSU Fullerton, which is a Primarily Undergraduate Institution, introduces undergraduate students not only to cutting-edge research but also provides them with opportunities to travel to user facilities at National Laboratories. 



PART 2:   TECHNICAL SUMMARY

 

A report in the summer of 2023 of an above-room-temperature superconductor, LK-99, stirred excitement in the chemistry and physics communities. However, attempts to reproduce the initially observed superconductivity were unsuccessful. The main goal of this proposal is to understand the synthetic mechanisms resulting in the reported high-temperature superconductor LK-99 and establish general structure-property relationships for lead apatite materials and related compounds. For this purpose, this EAGER award, which is supported by the Solid State and Materials Chemistry program in NSF’s Division of Materials Research, relies heavily on in situ and ex situ diffraction and total scattering methods, and thereby, can determine all phases present in the synthesis of LK-99 and copper-doped lead apatite. Moreover, in situ methods rapidly elucidate the conditions under which these phases form. For more in depth characterization, high-resolution ex situ diffraction and total scattering are utilized on phases quenched at specific conditions of interest as determined by in situ methods to identify potentially superconducting or ferromagnetic phases. Performing these experiments allows the principal investigator and her research group to identify possible intermediate phases that show superconducting or ferromagnetic properties not limited to the ones identified in the original report.



This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.";grant;2023;;;;;;
grant_15;National Science Foundation;;;;CAREER: Schrödinger Operators on Lattices;"This project focuses on the study of electrons on a lattice material structure, for example, graphene, under external magnetic fields. Important questions are: As time evolves, will electrons escape, showing metal-like behavior of the material, or will electrons stay confined near their original positions, showing insulator-like behavior? Furthermore, are there mathematical ways to quantify these behaviors? Understanding these features in different materials, including multi-layer graphene, has important applications, including electricity transmission, design of room-temperature superconductor, and quantum computing. The educational part of this project includes leading undergraduate research groups, mentoring graduate students, developing graduate courses on material sciences and spectral theory, organizing conferences and workshops for junior researchers to present and exchange ideas, and developing an online lecture series on modern research topics for middle and high school students.



Of specific interest in this project is the analysis of the magnetic Laplacian, which characterizes the motion of electrons under external magnetic fields and is a central topic in quantum mechanics. For magnetic fluxes with irrational magnitude, the spectra of the discrete magnetic Laplacians on the square lattice form a beautiful self-similar fractal structure called Hofstadter’s butterfly. This fractal structure, in particular the existence of spectral gaps, was a cornerstone of the first derivation of the quantum Hall effect and the theory of topological insulators. The planned focus lies on developing techniques to study magnetic Laplacians on various discrete lattices, including the bilayer graphene lattice. The topics of investigation include the magic-angle bilayer graphene, metal-insulator transitions, spectral gaps and quantum Hall effect, Anderson localization and eigenfunction asymptotics, and quantum dynamics. To tackle these questions, deep results of harmonic analysis, dynamical system, number theory, and other areas are to be combined.



This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.";grant;2022;;;;;;
grant_16;European Commission;;;;Probing emergent phenomena in twisted WSe2 using THz-on-Chip spectroscopy;Understanding how strong electron-electron correlations shape the behavior of quantum materials is important both for fundamental scientific discovery and future technological applications. For example, determining the role of electron correlations in unconventional superconductivity could allow scientists to design a room temperature superconductor. However, complicated materials and lack of in situ tuning parameters limit progress. Twisted WSe2 (tWSe2), like other van der Waals heterostructures , possesses in situ tunability of both doping and displacement field, providing a tractable model system with unprecedented control which may be described by a simple, single orbital triangular Hubbard model.  In TwistTOC, I will investigate the strongly correlated dynamics and possible superconducting phase in moiré superlattices of tWSe2 using on-chip terahertz (THz) spectroscopy. The group of Dr James McIver at the Max Planck Institute for the Structure and Dynamics of Matter is the ideal host organization as they are pioneering the use of on-chip THz spectroscopy for investigating graphene-based vdW heterostructures. This technique uniquely probes the material response on the energy scale resonant with the emergent phenomena, containing a wealth of information, such as direct signatures of superconductivity. Using this platform, I will study the origin of the correlated insulating state observed at half-filling and characterize the frequency dependence of the metal to insulator transition. Next, I will investigate the nature of the possible superconducting phase in tWSe2. These studies will further our understanding of tWSe2, provide insight for theoretical models, and potentially shed light on unconventional superconductors with similar phenomenology. This project will provide me with the technical and leadership skills necessary to forge future research directions investigating the equilibrium and non-equilibrium THz response of a wide variety of quantum materials.;grant;2023;;;;;;
grant_17;HORIZON EUROPE Marie Sklodowska-Curie Actions;;;;Probing emergent phenomena in twisted WSe2 using THz-on-Chip spectroscopy;Understanding how strong electron-electron correlations shape the behavior of quantum materials is important both for fundamental scientific discovery and future technological applications. For example, determining the role of electron correlations in unconventional superconductivity could allow scientists to design a room temperature superconductor. However, complicated materials and lack of in situ tuning parameters limit progress. Twisted WSe2 (tWSe2), like other van der Waals heterostructures , possesses in situ tunability of both doping and displacement field, providing a tractable model system with unprecedented control which may be described by a simple, single orbital triangular Hubbard model.  In TwistTOC, I will investigate the strongly correlated dynamics and possible superconducting phase in moiré superlattices of tWSe2 using on-chip terahertz (THz) spectroscopy. The group of Dr James McIver at the Max Planck Institute for the Structure and Dynamics of Matter is the ideal host organization as they are pioneering the use of on-chip THz spectroscopy for investigating graphene-based vdW heterostructures. This technique uniquely probes the material response on the energy scale resonant with the emergent phenomena, containing a wealth of information, such as direct signatures of superconductivity. Using this platform, I will study the origin of the correlated insulating state observed at half-filling and characterize the frequency dependence of the metal to insulator transition. Next, I will investigate the nature of the possible superconducting phase in tWSe2. These studies will further our understanding of tWSe2, provide insight for theoretical models, and potentially shed light on unconventional superconductors with similar phenomenology. This project will provide me with the technical and leadership skills necessary to forge future research directions investigating the equilibrium and non-equilibrium THz response of a wide variety of quantum materials.;grant;2023;;;;;;
grant_18;National Science Foundation;;;;Hydrogen at Ultra-High Pressure;"****Technical Abstract****

One of the outstanding problems and challenges to condensed matter physics is to produce hydrogen in the metallic phase at ultra high pressures.  Metallic hydrogen (MH) has been predicted to be a room temperature superconductor, and may be metastable, that is, it remains metallic when the pressure is released.  If metastable MH would be the most powerful rocket propellant known. There are two pathways to MH: at high pressure hydrogen can be heated above the melting line to a new phase, the plasma phase transition, or PPT, where in the liquid phase it dissociates to become an atomic metallic liquid. The second pathway is to pressurize along a quasi-isotherm until it dissociates and becomes atomic metallic. Ultrahigh pressures are produced in diamond anvil cells and must be extended to pressures ~5 megabar to produce the predicted phases. Techniques have been developed for processing diamonds to increase their useful range of pressure and temperature with hydrogen samples. Using pulsed lasers, samples of hydrogen in the megabar pressure range have been heated to temperatures of a few thousand Kelvin and a phase transition has been observed. Measurements will be made to show that this phase is metallic or the PPT. Recent quasi-isothermal experiments have revealed a new phase above ~2 megabar, but not metallic. Experiments to study hydrogen to much higher pressures, beyond those of the new phase will be carried out by postdoctoral fellows, graduate, and undergraduate students in their educational development.



****Non-Technical Abstract****

The most prevalent element in the universe is hydrogen; pure hydrogen is found on earth bound together as diatomic molecules, that liquefy and solidify at very low temperatures as a transparent molecular insulator. For over 75 years it has been speculated that when pressurized, the molecules would dissociate to form an atomic solid or liquid that is metallic, with spectacular properties. These include room temperature superconductivity, existence of a liquid at absolute zero of temperature and millions of atmospheres pressure, superfluidity. Moreover metallic hydrogen is predicted to be metastable, that is, it would remain in the metallic phase when pressure is released, just as diamond made from carbon at high pressure does not revert to graphite when pressure is released. If metastable, metallic hydrogen would be the most powerful rocket fuel known and would revolutionize rocketry. Using diamond anvil cells to generate high pressures and optical techniques of study the pressure range will be extended, aiming to achieve pressures up to 4 to 5 million atmospheres and heating samples with lasers to thousands of degrees.  Success in this program, carried out by postdoctoral fellows, graduate, and undergraduate students, and where possible high school students, will extend our knowledge and understanding of this simplest, but most complex atom in the periodic table of the elements.";grant;2013;;;;;;
grant_19;National Science Foundation;;;;Development of a Small Helium Liquefier;"9400122  Silvera    In order to provide liquid helium for a cryogenic laboratory with  experiments focused on spin-polarized atomic hydrogen, superfluid  helium, and high pressure studies of molecular hydrogen, a small  system capable of liquefying at least 24 liters/day with peaks of  40/day is being developed.  Experiments are carried out in three  dilution refrigerators, 3He refrigerators, and pumped 4He  cryostats.  The sub-kelvin studies are mainly on the properties  of spin-polarized atomic hydrogen, the only atomic system that  remains gaseous to T=0K.  Experiments include the development of  a microwave atom trap working at low temperature, compression of  a gas of hydrogen in intense magnetic fields, the formation of a  two-dimensional gas on a surface of superfluid helium, and the  study of cryogenic hydrogen maser.  This research is aimed at  observing quantum degenerate properties of hydrogen and to study  H-H and H-He interactions.  The ultimate goal is to attain Bose-  Einstein condensation and superfluidity in a gas; the cryogenic  maser is expected to surpass current standards in the measurement  of time and frequency.  Experiments at high pressure on molecular  hydrogen and its isotopes, D2 and HD are designed to achieve  pressures in the 2-4 megabar.  New Phases have been observed at  megabar pressures.  The ultimate goal is to make and study  metallic hydrogen, which has been predicted to be a room  temperature superconductor.  a rigorous test of metallization is  to show that the electrical conductivity remains finite in the  limit that temperature approaches zero, requiring liquid helium  temperatures and the combination of low temperature techniques  with ultra high pressure diamond anvil cells.    The principal liquefier consists of a Gifford-McMahon cryocooler  using a newly developed rare earth metal generator to precool  compressed helium gas which is liquefied by expansion through a  Joule-Thompson valve.  The estimated production is a conservative  1 liter/hour.  The  liquefier is designed to operate as a turn-key  system under computer control, requiring little daily  maintenance.  Two special cold traps for purifying the helium of  air impurities will be computer monitored for alternate switching  into the gas stream as they saturate and for automatic  reactivation.  A second system for use in high helium consumption  cryogenic experiments will reliquefy or absorb the heat load on  the helium reservoir by submerging a refrigerated probe in the  helium bath.  This system will be capable of reducing helium  consumption by 16 liters/day and can greatly reduce the demand on  the principal liquefier in peak periods of helium use.  This  system has potential to impact the commercial use of liquid  helium as in magnetic resonance imaging, industrial research  laboratories using cryogenic systems, as well as university  teaching laboratories.  ***";grant;1994;;;;;;
grant_20;Engineering and Physical Sciences Research Council;;;;Megabar Neutron Diffraction for Hydrogen, Ices and Superconductor Research MENHIR;"The pressure of around one million atmospheres is an important milestone for systems composed of molecules. Pressures around this value are required to break the strong covalent bonds which hold molecules together and hence transform molecular systems into non-molecular systems. This change from molecular to non-molecular leads to profound changes in properties. Hydrogen has been reported to become a metal and this metallic form may be the cause of Jupiter's magnetic field. The hydrogen atoms in water and ice detach from the oxygen atoms and become mobile so that they conduct electricity in a way similar to the way that lithium ions in the batteries of laptops and phones conduct. Hydrogen sulphide forms a metallic compound which superconducts at a temperature of only -70 C. 
A study of these and similar phenomena yields information that is of both fundamental and technological importance. For example, the behaviour of hydrogen atoms provides stringent tests for our understanding of quantum behaviour, the way hydrogen-bonded solids like ice behave provides insight into the way biochemical processes work, and novel superconductors offer new routes to a potential room temperature superconductor which would transform power distribution medical imaging and could make a 'Back To The Future II' hoverboard a reality. However, our understanding of these and other important hydrogen-rich systems at million atmosphere pressures is limited by the fact that the most fundamental information -- the position of the hydrogen atoms in the crystal structures -- is currently not known. 

The reason for this lack of information is that neutron diffraction which is the only technique able to measure hydrogen atom positions directly was until recently restricted to pressures below 300,000 atmospheres and so information on the positions of the hydrogen atoms had to be obtained indirectly or from computational modelling. For the past seven years we have been developing the use of suitable technology for neutron diffraction studies using the SNAP instrument and the Spallation Neutron Source at Oak Ridge National Laboratory in the United States. We have now reached the stage where structures can be successfully determined at pressures in excess of one million atmospheres using both powder and single crystal diffraction techniques.

This project aims to use a so called diamond anvil cell where the sample is compressed between two large gem quality diamonds to study the structures of hydrogen, ice and related ices (ammonia hemihydrate and hydrogen chloride), and very high Tc superconductors up to million atmosphere pressures.";grant;2024;;;;;;
